SHIPMENT_ID,PO_NUMBER,ORIGIN_PORT,DESTINATION,CARRIER_SCAC,TRANSPORT_MODE,SHIP_DATE,ETA_DATE,ACTUAL_ARRIVAL_DATE,CONTAINER_NUMBER,GROSS_WEIGHT,WEIGHT_UOM,FREIGHT_COST,FREIGHT_CURRENCY,INCOTERMS,SHIPMENT_STATUS,HS_CODE
SHP-210261,4500089135,JPNGO,MER-DC-SG-01,HLCU,AIR,10-JAN-25,15-JAN-25,12-JAN-25,EGHU1048104,"1,850 kg",KG,"5,700.00",EUR,CIF,DELIVERED,853400
SHP-210262,4500089193,CNXMN,MER-DC-US-02,ONEY,TRUCK,14-JAN-25,20-JAN-25,18-JAN-25,ONEU1048474,"11,070 kg",KG,"1,800.00",CNY,DDP,DELIVERED,850760
SHP-210263,4500089252,TWTPE,MER-DC-NL-01,MAEU,RAIL,18-JAN-25,25-JAN-25,24-JAN-25,ONEU1048474,"22,619 lb",LB,"4,600.00",CNY,DAP,DELIVERED,853400
SHP-210264,4500089316,CNSHA,MER-DC-GB-01,MAEU,OCEAN,22-JAN-25,18-FEB-25,18-FEB-25,MSKU1048848,"2,680 kg",KG,"16,100.00",CNY,FOB,DELIVERED,852990
SHP-210265,4500089389,CNYTN,MER-3PL-MY-03,MAEU,OCEAN,26-JAN-25,23-FEB-25,24-FEB-25,MSKU1048848,"12,460 kg",KG,"14,200.00",USD,FCA,DELIVERED,853400
SHP-210266,4500089454,TWKHH,MER-DC-US-05,ONEY,OCEAN,30-JAN-25,28-FEB-25,02-MAR-25,MAEU1049213,"15,454 lb",LB,"21,400.00",EUR,EXW,DELIVERED,853400
SHP-210267,,VNSGN,MER-DC-CN-02,EGLV,AIR,03-FEB-25,08-FEB-25,N/A,MAEU1049213,"17,140 kg",KG,"12,700.00",USD,CIF,IN_TRANSIT,850760
SHP-210268,,KRPUS,MER-3PL-US-01,MAEU,TRUCK,07-FEB-25,13-FEB-25,N/A,EGHU1049585,"5,665 lb",LB,"16,900.00",EUR,DDP,IN_TRANSIT,850760
SHP-210269,,JPNGO,MER-DC-US-03,CMDU,RAIL,11-FEB-25,18-FEB-25,N/A,EGHU1049585,"5,530 kg",KG,"8,800.00",USD,DAP,EXCEPTION,852990
SHP-210270,4500089715,CNXMN,MER-DC-DE-01,ONEY,OCEAN,15-FEB-25,14-MAR-25,11-MAR-25,ONEU1049953,"9,290 kg",KG,"17,300.00",USD,FOB,DELIVERED,392690
SHP-210271,4500089768,TWTPE,MER-DC-MX-01,ONEY,OCEAN,19-FEB-25,19-MAR-25,17-MAR-25,ONEU1049953,"3,430 kg",KG,"7,200.00",USD,FCA,DELIVERED,850760
SHP-210272,4500089830,CNSHA,MER-DC-NL-01,CMDU,OCEAN,23-FEB-25,24-MAR-25,23-MAR-25,MSKU1050320,"34,788 lb",LB,"12,300.00",USD,EXW,DELIVERED,851770
SHP-210273,4500089901,CNYTN,MER-DC-US-06,MAEU,AIR,27-FEB-25,04-MAR-25,04-MAR-25,MSKU1050320,"13,620 kg",KG,"6,800.00",USD,CIF,DELIVERED,847330
SHP-210274,4500089964,TWKHH,MER-DC-JP-01,MAEU,TRUCK,03-MAR-25,09-MAR-25,10-MAR-25,MAEU1050699,750 kg,KG,"18,100.00",USD,DDP,DELIVERED,392690
SHP-210275,4500087029,VNSGN,MER-3PL-PL-02,MAEU,RAIL,07-MAR-25,14-MAR-25,16-MAR-25,MAEU1050699,"25,992 lb",LB,"3,200.00",USD,DAP,DELIVERED,847330
SHP-210276,4500087100,KRPUS,MER-DC-US-04,FDXG,OCEAN,11-MAR-25,07-APR-25,10-APR-25,EGHU1051068,"6,370 kg",KG,"5,700.00",EUR,FOB,DELIVERED,392690
SHP-210277,,JPNGO,MER-DC-CN-01,MAEU,OCEAN,15-MAR-25,12-APR-25,N/A,EGHU1051068,"24,383 lb",LB,"18,500.00",EUR,FCA,IN_TRANSIT,392690
SHP-210278,,CNXMN,MER-DC-SG-01,CMDU,OCEAN,19-MAR-25,17-APR-25,N/A,ONEU1051436,"6,770 kg",KG,"10,900.00",USD,EXW,IN_TRANSIT,847330
SHP-210279,,TWTPE,MER-DC-US-02,ONEY,AIR,23-MAR-25,28-MAR-25,N/A,ONEU1051436,"17,430 kg",KG,"23,300.00",CNY,CIF,EXCEPTION,847330
SHP-210280,4500087382,CNSHA,MER-DC-NL-01,MAEU,TRUCK,27-MAR-25,02-APR-25,31-MAR-25,MSKU1051800,"14,180 kg",KG,"19,500.00",EUR,DAP,DELIVERED,847330
SHP-210281,4500087443,CNYTN,MER-DC-GB-01,HLCU,RAIL,31-MAR-25,07-APR-25,06-APR-25,MSKU1051800,"34,326 lb",LB,"23,800.00",CNY,DAP,DELIVERED,851770
SHP-210282,4500087507,TWKHH,MER-3PL-MY-03,CMDU,OCEAN,04-APR-25,01-MAY-25,N/A,MAEU1052177,"15,810 kg",KG,"2,200.00",USD,FOB,CUSTOMS_HOLD,850760
SHP-210283,4500087578,VNSGN,MER-DC-US-05,HLCU,OCEAN,08-APR-25,06-MAY-25,07-MAY-25,MAEU1052177,"11,290 kg",KG,"23,900.00",EUR,FCA,DELIVERED,392690
SHP-210284,4500087649,KRPUS,MER-DC-CN-02,EGLV,OCEAN,12-APR-25,11-MAY-25,13-MAY-25,EGHU1052547,"19,731 lb",LB,"22,600.00",CNY,EXW,DELIVERED,847330
SHP-210285,4500087719,JPNGO,MER-3PL-US-01,MAEU,AIR,16-APR-25,21-APR-25,24-APR-25,EGHU1052547,"5,870 kg",KG,"5,800.00",CNY,CIF,DELIVERED,853400
SHP-210286,4500087772,CNXMN,MER-DC-US-03,ONEY,TRUCK,20-APR-25,26-APR-25,30-APR-25,ONEU1052915,"1,234 lb",LB,"23,400.00",CNY,DDP,DELIVERED,851770
SHP-210287,,TWTPE,MER-DC-DE-01,FDXG,RAIL,24-APR-25,01-MAY-25,N/A,ONEU1052915,"10,750 kg",KG,"4,900.00",EUR,DAP,IN_TRANSIT,851770
SHP-210288,,CNSHA,MER-DC-MX-01,CMDU,OCEAN,28-APR-25,25-MAY-25,N/A,MSKU1053280,"18,060 kg",KG,"20,700.00",EUR,FOB,IN_TRANSIT,853400
SHP-210289,,CNYTN,MER-DC-NL-01,ONEY,OCEAN,02-MAY-25,30-MAY-25,N/A,MSKU1053280,280 kg,KG,"10,500.00",CNY,FCA,EXCEPTION,847330
SHP-210290,4500088050,TWKHH,MER-DC-US-06,HLCU,OCEAN,06-MAY-25,04-JUN-25,03-JUN-25,MAEU1053656,"40,454 lb",LB,"23,500.00",EUR,EXW,DELIVERED,392690
SHP-210291,4500088103,VNSGN,MER-DC-JP-01,HLCU,AIR,10-MAY-25,15-MAY-25,15-MAY-25,MAEU1053656,"2,960 kg",KG,"12,900.00",USD,CIF,DELIVERED,847330
SHP-210292,4500088176,KRPUS,MER-3PL-PL-02,CMDU,TRUCK,14-MAY-25,20-MAY-25,21-MAY-25,EGHU1054025,"7,580 kg",KG,"8,400.00",EUR,DDP,DELIVERED,847330
SHP-210293,4500088234,JPNGO,MER-DC-US-04,EGLV,RAIL,18-MAY-25,25-MAY-25,27-MAY-25,EGHU1054025,"25,727 lb",LB,"20,000.00",USD,DAP,DELIVERED,850760
SHP-210294,4500088312,CNXMN,MER-DC-CN-01,ONEY,OCEAN,22-MAY-25,18-JUN-25,21-JUN-25,ONEU1054395,"7,300 kg",KG,"4,100.00",EUR,FOB,DELIVERED,847330
SHP-210295,4500088377,TWTPE,MER-DC-SG-01,EGLV,OCEAN,26-MAY-25,23-JUN-25,27-JUN-25,ONEU1054395,948 lb,LB,"11,700.00",CNY,FCA,DELIVERED,847330
SHP-210296,4500088451,CNSHA,MER-DC-US-02,EGLV,OCEAN,29-OCT-24,27-NOV-24,02-DEC-24,MSKU1054769,"1,340 kg",KG,"4,500.00",EUR,EXW,DELIVERED,852990
SHP-210297,,CNYTN,MER-DC-NL-01,MAEU,AIR,03-JUN-25,08-JUN-25,N/A,MSKU1054769,"12,200 kg",KG,"7,400.00",USD,CIF,IN_TRANSIT,852990
SHP-210298,,TWKHH,MER-DC-GB-01,CMDU,TRUCK,07-JUN-25,13-JUN-25,N/A,MAEU1055134,"2,470 kg",KG,"8,200.00",USD,DDP,IN_TRANSIT,851770
SHP-210299,,VNSGN,MER-3PL-MY-03,CMDU,RAIL,11-JUN-25,18-JUN-25,N/A,MAEU1055134,"31,129 lb",LB,"20,100.00",USD,DAP,EXCEPTION,392690
SHP-210300,4500088700,KRPUS,MER-DC-US-05,HLCU,OCEAN,15-JUN-25,12-JUL-25,12-JUL-25,EGHU1055504,"7,890 kg",KG,"18,800.00",USD,FCA,DELIVERED,851770
SHP-210301,4500088763,JPNGO,MER-DC-CN-02,HLCU,OCEAN,19-JUN-25,17-JUL-25,18-JUL-25,EGHU1055504,"11,330 kg",KG,"17,800.00",USD,FCA,DELIVERED,852990
SHP-210302,4500088834,CNXMN,MER-3PL-US-01,ONEY,OCEAN,23-JUN-25,22-JUL-25,24-JUL-25,ONEU1055874,"17,659 lb",LB,"3,700.00",USD,EXW,DELIVERED,852990
SHP-210303,4500088885,TWTPE,MER-DC-US-03,EGLV,AIR,27-JUN-25,02-JUL-25,05-JUL-25,ONEU1055874,820 kg,KG,"2,100.00",USD,CIF,DELIVERED,853400
SHP-210304,4500088951,CNSHA,Berlin DC Bldg A,HLCU,TRUCK,01-JUL-25,07-JUL-25,11-JUL-25,MSKU1056247,"14,241 lb",LB,"21,800.00",USD,DDP,DELIVERED,392690
SHP-210305,4500089016,CNYTN,MER-DC-MX-01,HLCU,RAIL,05-JUL-25,12-JUL-25,17-JUL-25,MSKU1056247,"19,090 kg",KG,"22,400.00",USD,DAP,DELIVERED,847330
SHP-210306,4500089088,TWKHH,MER-DC-NL-01,MAEU,OCEAN,09-JUL-25,05-AUG-25,02-AUG-25,MAEU1056613,"5,750 kg",KG,"15,100.00",USD,FOB,DELIVERED,392690
SHP-210307,4500900307,VNSGN,MER-DC-US-06,FDXG,OCEAN,13-JUL-25,10-AUG-25,N/A,MAEU1056613,"2,770 kg",KG,"16,400.00",CNY,FCA,IN_TRANSIT,852990
SHP-210308,,KRPUS,MER-DC-JP-01,EGLV,OCEAN,17-JUL-25,15-AUG-25,N/A,EGHU1056985,"41,931 lb",LB,"16,400.00",USD,EXW,IN_TRANSIT,852990
SHP-210309,,JPNGO,MER-3PL-PL-02,MAEU,AIR,21-JUL-25,26-JUL-25,N/A,EGHU1056985,"10,370 kg",KG,"11,100.00",CNY,CIF,EXCEPTION,392690
SHP-210310,4500089334,CNXMN,MER-DC-US-04,MAEU,TRUCK,25-JUL-25,31-JUL-25,01-AUG-25,ONEU1057352,"7,360 kg",KG,"7,300.00",USD,DDP,DELIVERED,847330
SHP-210311,4500089402,TWTPE,MER-DC-CN-01,HLCU,RAIL,29-JUL-25,05-AUG-25,07-AUG-25,ONEU1057352,"4,894 lb",LB,"11,900.00",USD,DAP,DELIVERED,852990
SHP-210312,4500089473,CNSHA,MER-DC-SG-01,EGLV,OCEAN,02-AUG-25,29-AUG-25,01-SEP-25,MSKU1057726,"3,250 kg",KG,"20,300.00",EUR,FOB,DELIVERED,853400
SHP-210313,4500089534,CNYTN,MER-DC-US-02,FDXG,OCEAN,06-AUG-25,03-SEP-25,N/A,MSKU1057726,"35,626 lb",LB,"16,300.00",USD,FCA,CUSTOMS_HOLD,392690
SHP-210314,4500089601,TWKHH,MER-DC-NL-01,CMDU,OCEAN,10-AUG-25,08-SEP-25,13-SEP-25,MAEU1058093,"15,300 kg",KG,"22,100.00",USD,EXW,DELIVERED,853400
SHP-210315,4500089664,VNSGN,MER-DC-GB-01,CMDU,AIR,14-AUG-25,19-AUG-25,16-AUG-25,MAEU1058093,"10,260 kg",KG,"23,000.00",CNY,CIF,DELIVERED,852990
SHP-210316,4500089723,KRPUS,MER-3PL-MY-03,CMDU,TRUCK,18-AUG-25,24-AUG-25,22-AUG-25,EGHU1058463,"11,640 kg",KG,"14,900.00",USD,DDP,DELIVERED,851770
SHP-210317,,JPNGO,MER-DC-US-05,FDXG,RAIL,22-AUG-25,29-AUG-25,N/A,EGHU1058463,"21,605 lb",LB,"13,600.00",CNY,DAP,IN_TRANSIT,850760
SHP-210318,,CNXMN,MER-DC-CN-02,MAEU,OCEAN,26-AUG-25,22-SEP-25,N/A,ONEU1058831,"6,290 kg",KG,"8,100.00",USD,FOB,IN_TRANSIT,851770
SHP-210319,,TWTPE,MER-3PL-US-01,MAEU,OCEAN,30-AUG-25,27-SEP-25,N/A,ONEU1058831,"17,830 kg",KG,"2,900.00",EUR,FCA,EXCEPTION,847330
SHP-210320,4500099901,CNSHA,MER-DC-US-03,HLCU,OCEAN,03-SEP-25,02-OCT-25,04-OCT-25,MSKU1059204,"29,189 lb",LB,"6,300.00",USD,CIF,DELIVERED,853400
SHP-210321,4500087049,CNYTN,MER-DC-DE-01,EGLV,AIR,07-SEP-25,12-SEP-25,15-SEP-25,MSKU1059204,"3,900 kg",KG,"9,500.00",CNY,CIF,DELIVERED,850760
SHP-210322,4500087119,TWKHH,MER-DC-MX-01,CMDU,TRUCK,11-SEP-25,17-SEP-25,21-SEP-25,MAEU1059572,"33,025 lb",LB,"3,400.00",USD,DDP,DELIVERED,850760
SHP-210323,4500087201,VNSGN,MER-DC-NL-01,EGLV,RAIL,15-SEP-25,22-SEP-25,27-SEP-25,MAEU1059572,"9,420 kg",KG,"5,900.00",USD,DAP,DELIVERED,852990
SHP-210324,4500087263,KRPUS,MER-DC-US-06,MAEU,OCEAN,19-SEP-25,16-OCT-25,13-OCT-25,EGHU1059942,"11,630 kg",KG,"1,400.00",USD,FOB,DELIVERED,852990
SHP-210325,4500087332,JPNGO,MER-DC-JP-01,EGLV,OCEAN,23-SEP-25,21-OCT-25,19-OCT-25,EGHU1059942,"2,070 kg",KG,"8,200.00",CNY,FCA,DELIVERED,847330
SHP-210326,4500087398,CNXMN,MER-3PL-PL-02,ONEY,OCEAN,27-SEP-25,26-OCT-25,25-OCT-25,ONEU1060314,"13,911 lb",LB,"11,400.00",CNY,EXW,DELIVERED,392690
SHP-210327,,TWTPE,MER-DC-US-04,CMDU,AIR,01-OCT-25,06-OCT-25,N/A,ONEU1060314,"8,330 kg",KG,"1,200.00",USD,CIF,IN_TRANSIT,853400
SHP-210328,,CNSHA,Shanghai DC,CMDU,TRUCK,05-OCT-25,11-OCT-25,N/A,MSKU1060680,"16,930 kg",KG,"23,300.00",CNY,DDP,IN_TRANSIT,851770
SHP-210329,,CNYTN,MER-DC-SG-01,MAEU,RAIL,09-OCT-25,16-OCT-25,N/A,MSKU1060680,"7,628 lb",LB,"18,100.00",USD,DAP,EXCEPTION,847330
SHP-210330,4500087669,TWKHH,MER-DC-US-02,EGLV,OCEAN,13-OCT-25,09-NOV-25,12-NOV-25,MAEU1061055,"4,960 kg",KG,"5,000.00",USD,FOB,DELIVERED,851770
SHP-210331,4500087740,VNSGN,MER-DC-NL-01,EGLV,OCEAN,17-OCT-25,14-NOV-25,18-NOV-25,MAEU1061055,"30,974 lb",LB,"2,300.00",USD,FCA,DELIVERED,851770
SHP-210332,4500087785,KRPUS,MER-DC-GB-01,HLCU,OCEAN,21-OCT-25,19-NOV-25,24-NOV-25,EGHU1061425,"11,970 kg",KG,"14,900.00",CNY,EXW,DELIVERED,853400
SHP-210333,4500087852,JPNGO,MER-3PL-MY-03,HLCU,AIR,28-FEB-25,05-MAR-25,02-MAR-25,EGHU1061425,"2,910 kg",KG,"21,300.00",CNY,CIF,DELIVERED,392690
SHP-210334,4500087927,CNXMN,MER-DC-US-05,FDXG,TRUCK,29-OCT-25,04-NOV-25,02-NOV-25,ONEU1061795,"9,760 kg",KG,"23,500.00",USD,DDP,DELIVERED,847330
SHP-210335,4500087990,TWTPE,MER-DC-CN-02,FDXG,RAIL,02-NOV-25,09-NOV-25,08-NOV-25,ONEU1061795,"32,143 lb",LB,"23,800.00",USD,DAP,DELIVERED,847330
SHP-210336,4500088061,CNSHA,MER-3PL-US-01,MAEU,OCEAN,06-NOV-25,03-DEC-25,03-DEC-25,MSKU1062168,"1,360 kg",KG,"20,500.00",CNY,FOB,DELIVERED,853400
SHP-210337,,CNYTN,MER-DC-US-03,FDXG,OCEAN,10-NOV-25,08-DEC-25,N/A,MSKU1062168,"4,820 kg",KG,"21,300.00",USD,FCA,IN_TRANSIT,852990
SHP-210338,,TWKHH,MER-DC-DE-01,CMDU,OCEAN,14-NOV-25,13-DEC-25,N/A,MAEU1062534,"18,871 lb",LB,"10,300.00",EUR,EXW,IN_TRANSIT,392690
SHP-210339,,VNSGN,MER-DC-MX-01,HLCU,AIR,18-NOV-25,23-NOV-25,N/A,MAEU1062534,"12,100 kg",KG,"16,200.00",USD,CIF,EXCEPTION,852990
SHP-210340,4500088321,KRPUS,MER-DC-NL-01,MAEU,TRUCK,22-NOV-25,28-NOV-25,02-DEC-25,EGHU1062904,"6,503 lb",LB,"7,900.00",USD,DAP,DELIVERED,392690
SHP-210341,4500088395,JPNGO,MER-DC-US-06,FDXG,RAIL,26-NOV-25,03-DEC-25,08-DEC-25,EGHU1062904,"12,110 kg",KG,"2,100.00",USD,DAP,DELIVERED,852990
SHP-210342,4500088463,CNXMN,MER-DC-JP-01,FDXG,OCEAN,30-NOV-25,27-DEC-25,24-DEC-25,ONEU1063273,"18,690 kg",KG,"11,000.00",USD,FOB,DELIVERED,847330
SHP-210343,4500088532,TWTPE,MER-3PL-PL-02,ONEY,OCEAN,04-DEC-25,01-JAN-26,30-DEC-25,ONEU1063273,"4,770 kg",KG,"5,800.00",USD,FCA,DELIVERED,853400
SHP-210344,4500088591,CNSHA,MER-DC-US-04,FDXG,OCEAN,08-DEC-25,06-JAN-26,N/A,MSKU1063647,"5,599 lb",LB,"5,700.00",USD,EXW,CUSTOMS_HOLD,850760
SHP-210345,4500088654,CNYTN,MER-DC-CN-01,MAEU,AIR,12-DEC-25,17-DEC-25,17-DEC-25,MSKU1063647,"9,080 kg",KG,"19,000.00",CNY,CIF,DELIVERED,392690
SHP-210346,4500088716,TWKHH,MER-DC-SG-01,HLCU,TRUCK,16-DEC-25,22-DEC-25,23-DEC-25,MAEU1064012,"14,920 kg",KG,"14,100.00",CNY,DDP,DELIVERED,851770
SHP-210347,,VNSGN,MER-DC-US-02,EGLV,RAIL,20-DEC-25,27-DEC-25,N/A,MAEU1064012,"20,833 lb",LB,"18,900.00",USD,DAP,IN_TRANSIT,850760
SHP-210348,,KRPUS,MER-DC-NL-01,HLCU,OCEAN,24-DEC-25,20-JAN-26,N/A,EGHU1064384,"6,630 kg",KG,"12,800.00",CNY,FOB,IN_TRANSIT,851770
SHP-210349,,JPNGO,MER-DC-GB-01,HLCU,OCEAN,28-DEC-25,25-JAN-26,N/A,EGHU1064384,"42,218 lb",LB,"20,400.00",EUR,FCA,EXCEPTION,852990
SHP-210350,4500088968,CNXMN,MER-3PL-MY-03,MAEU,OCEAN,01-JAN-26,30-JAN-26,04-FEB-26,ONEU1064752,"13,960 kg",KG,900.00,USD,EXW,DELIVERED,847330
SHP-210351,4500089034,TWTPE,MER-DC-US-05,EGLV,AIR,05-JAN-26,10-JAN-26,07-JAN-26,ONEU1064752,"7,660 kg",KG,"19,500.00",EUR,CIF,DELIVERED,850760
SHP-210352,4500089101,CNSHA,MER-DC-CN-02,CMDU,TRUCK,09-JAN-26,15-JAN-26,13-JAN-26,MSKU1065125,"15,470 kg",KG,"23,600.00",USD,DDP,DELIVERED,847330
SHP-210353,4500089160,CNYTN,MER-3PL-US-01,HLCU,RAIL,13-JAN-26,20-JAN-26,19-JAN-26,MSKU1065125,"16,093 lb",LB,"5,900.00",CNY,DAP,DELIVERED,850760
SHP-210354,4500089221,TWKHH,MER-DC-US-03,CMDU,OCEAN,17-JAN-26,13-FEB-26,13-FEB-26,MAEU1065493,"4,070 kg",KG,"15,100.00",USD,FOB,DELIVERED,852990
SHP-210355,4500089276,VNSGN,MER-DC-DE-01,HLCU,OCEAN,21-JAN-26,18-FEB-26,19-FEB-26,MAEU1065493,"8,630 kg",KG,"13,800.00",USD,FCA,DELIVERED,853400
SHP-210356,4500089353,KRPUS,MER-DC-MX-01,CMDU,OCEAN,25-JAN-26,23-FEB-26,25-FEB-26,EGHU1065863,"7,517 lb",LB,"11,200.00",USD,EXW,DELIVERED,852990
SHP-210357,4500900357,JPNGO,MER-DC-NL-01,HLCU,AIR,29-JAN-26,03-FEB-26,N/A,EGHU1065863,"13,310 kg",KG,"4,800.00",EUR,CIF,IN_TRANSIT,850760
SHP-210358,,CNXMN,MER-DC-US-06,FDXG,TRUCK,02-FEB-26,08-FEB-26,N/A,ONEU1066230,"23,898 lb",LB,"1,300.00",CNY,DDP,IN_TRANSIT,852990
SHP-210359,,TWTPE,MER-DC-JP-01,ONEY,RAIL,06-FEB-26,13-FEB-26,N/A,ONEU1066230,"14,100 kg",KG,"23,400.00",USD,DAP,EXCEPTION,851770
SHP-210360,4500089615,CNSHA,MER-3PL-PL-02,HLCU,OCEAN,10-FEB-26,09-MAR-26,06-MAR-26,MSKU1066604,"13,590 kg",KG,"3,500.00",USD,FCA,DELIVERED,853400
SHP-210361,4500089684,CNYTN,MER-DC-US-04,CMDU,OCEAN,14-FEB-26,14-MAR-26,12-MAR-26,MSKU1066604,"7,020 kg",KG,"9,700.00",USD,FCA,DELIVERED,852990
SHP-210362,4500089736,TWKHH,MER-DC-CN-01,CMDU,OCEAN,18-FEB-26,19-MAR-26,18-MAR-26,MAEU1066972,"23,787 lb",LB,"8,100.00",USD,EXW,DELIVERED,851770
SHP-210363,4500089802,VNSGN,MER-DC-SG-01,CMDU,AIR,22-FEB-26,27-FEB-26,27-FEB-26,MAEU1066972,"6,380 kg",KG,"15,600.00",USD,CIF,DELIVERED,392690
SHP-210364,4500089861,KRPUS,MER-DC-US-02,EGLV,TRUCK,26-FEB-26,04-MAR-26,05-MAR-26,EGHU1067341,"12,640 kg",KG,"17,800.00",EUR,DDP,DELIVERED,850760
SHP-210365,4500089933,JPNGO,MER-DC-NL-01,FDXG,RAIL,02-MAR-26,09-MAR-26,11-MAR-26,EGHU1067341,"38,845 lb",LB,"16,500.00",USD,DAP,DELIVERED,853400
SHP-210366,4500099950,CNXMN,MER-DC-GB-01,ONEY,OCEAN,06-MAR-26,02-APR-26,05-APR-26,ONEU1067710,"15,500 kg",KG,"17,000.00",EUR,FOB,DELIVERED,847330
SHP-210367,,TWTPE,MER-3PL-MY-03,ONEY,OCEAN,10-MAR-26,07-APR-26,N/A,ONEU1067710,"42,924 lb",LB,"12,100.00",USD,FCA,IN_TRANSIT,852990
SHP-210368,,CNSHA,MER-DC-US-05,HLCU,OCEAN,14-MAR-26,12-APR-26,N/A,MSKU1068084,"8,610 kg",KG,"6,600.00",USD,EXW,IN_TRANSIT,392690
SHP-210369,,CNYTN,MER-DC-CN-02,EGLV,AIR,18-MAR-26,23-MAR-26,N/A,MSKU1068084,"15,280 kg",KG,"11,900.00",CNY,CIF,EXCEPTION,853400
SHP-210370,4500087279,TWKHH,MER-3PL-US-01,FDXG,TRUCK,03-SEP-25,09-SEP-25,07-SEP-25,MAEU1068450,"8,680 kg",KG,"15,600.00",CNY,DDP,DELIVERED,853400
SHP-210371,4500087350,VNSGN,MER-DC-US-03,EGLV,RAIL,26-MAR-26,02-APR-26,01-APR-26,MAEU1068450,"33,003 lb",LB,"17,200.00",EUR,DAP,DELIVERED,392690
SHP-210372,4500087407,KRPUS,Berlin DC Bldg A,ONEY,OCEAN,30-MAR-26,26-APR-26,26-APR-26,EGHU1068820,"3,120 kg",KG,"17,000.00",CNY,FOB,DELIVERED,851770
SHP-210373,4500087475,JPNGO,MER-DC-MX-01,ONEY,OCEAN,03-APR-26,01-MAY-26,02-MAY-26,EGHU1068820,"19,370 kg",KG,"5,000.00",USD,FCA,DELIVERED,392690
SHP-210374,4500087543,CNXMN,MER-DC-NL-01,HLCU,OCEAN,07-APR-26,06-MAY-26,08-MAY-26,ONEU1069190,"24,250 lb",LB,"22,200.00",EUR,EXW,DELIVERED,850760
SHP-210375,4500087609,TWTPE,MER-DC-US-06,EGLV,AIR,11-APR-26,16-APR-26,19-APR-26,ONEU1069190,"3,770 kg",KG,"11,000.00",CNY,CIF,DELIVERED,853400
SHP-210376,4500087684,CNSHA,MER-DC-JP-01,CMDU,TRUCK,15-APR-26,21-APR-26,25-APR-26,MSKU1069563,"26,257 lb",LB,"20,900.00",EUR,DDP,DELIVERED,853400
SHP-210377,,CNYTN,MER-3PL-PL-02,HLCU,RAIL,19-APR-26,26-APR-26,N/A,MSKU1069563,930 kg,KG,"13,500.00",EUR,DAP,IN_TRANSIT,847330
SHP-210378,,TWKHH,MER-DC-US-04,FDXG,OCEAN,23-APR-26,20-MAY-26,N/A,MAEU1069930,"3,380 kg",KG,"12,500.00",EUR,FOB,IN_TRANSIT,851770
SHP-210379,,VNSGN,MER-DC-CN-01,CMDU,OCEAN,27-APR-26,25-MAY-26,N/A,MAEU1069930,210 kg,KG,"14,400.00",USD,FCA,EXCEPTION,392690
SHP-210380,4500087946,KRPUS,MER-DC-SG-01,HLCU,OCEAN,01-MAY-26,30-MAY-26,29-MAY-26,EGHU1070303,"38,647 lb",LB,"8,200.00",EUR,CIF,DELIVERED,392690
SHP-210381,4500088007,JPNGO,MER-DC-US-02,FDXG,AIR,05-MAY-26,10-MAY-26,10-MAY-26,EGHU1070303,"8,340 kg",KG,"3,100.00",USD,CIF,DELIVERED,853400
SHP-210382,4500088072,CNXMN,MER-DC-NL-01,ONEY,TRUCK,09-MAY-26,15-MAY-26,16-MAY-26,ONEU1070673,"11,140 kg",KG,"17,800.00",USD,DDP,DELIVERED,853400
SHP-210383,4500088137,TWTPE,MER-DC-GB-01,MAEU,RAIL,13-MAY-26,20-MAY-26,22-MAY-26,ONEU1070673,"10,317 lb",LB,"11,500.00",USD,DAP,DELIVERED,850760
SHP-210384,4500088198,CNSHA,MER-3PL-MY-03,FDXG,OCEAN,17-MAY-26,13-JUN-26,16-JUN-26,MSKU1071046,"17,130 kg",KG,"16,200.00",EUR,FOB,DELIVERED,847330
SHP-210385,4500088273,CNYTN,MER-DC-US-05,HLCU,OCEAN,21-MAY-26,18-JUN-26,22-JUN-26,MSKU1071046,"6,172 lb",LB,"12,800.00",EUR,FCA,DELIVERED,392690
SHP-210386,4500088335,TWKHH,MER-DC-CN-02,EGLV,OCEAN,25-MAY-26,23-JUN-26,28-JUN-26,MAEU1071412,"12,670 kg",KG,"20,100.00",CNY,EXW,DELIVERED,847330
SHP-210387,,VNSGN,MER-3PL-US-01,HLCU,AIR,29-MAY-26,03-JUN-26,N/A,MAEU1071412,"17,350 kg",KG,"7,100.00",USD,CIF,IN_TRANSIT,392690
SHP-210388,,KRPUS,MER-DC-US-03,HLCU,TRUCK,02-JUN-26,08-JUN-26,N/A,EGHU1071784,"10,800 kg",KG,"23,300.00",USD,DDP,IN_TRANSIT,852990
SHP-210389,,JPNGO,MER-DC-DE-01,ONEY,RAIL,06-JUN-26,13-JUN-26,N/A,EGHU1071784,"3,792 lb",LB,900.00,EUR,DAP,EXCEPTION,851770
SHP-210390,4500088599,CNXMN,MER-DC-MX-01,HLCU,OCEAN,06-JAN-25,02-FEB-25,02-FEB-25,ONEU1072151,"7,870 kg",KG,"10,400.00",CNY,FOB,DELIVERED,853400
SHP-210391,4500088670,TWTPE,MER-DC-NL-01,HLCU,OCEAN,10-JAN-25,07-FEB-25,08-FEB-25,ONEU1072151,"9,880 kg",KG,"5,200.00",CNY,FCA,DELIVERED,850760
