SNAPSHOT_DATE,FACILITY_CODE,SITE_NAME,COUNTRY,DEPARTMENT,HEADCOUNT_FTE,CONTRACTOR_COUNT,OPEN_REQUISITIONS
2026-01-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,191,19,4
2026-04-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,196,19,5
2025-01-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,176,22,1
2025-04-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,182,21,2
2025-07-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,188,21,3
2025-10-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,193,21,4
2026-01-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,199,20,5
2026-04-01,MER-DC-US-02,Meridian Denver Distribution Centre,US,SUPPLY_CHAIN,205,20,6
2025-01-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,117,14,2
2025-04-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,121,14,3
2025-07-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,125,13,4
2025-10-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,129,13,5
2026-01-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,133,12,6
2026-04-01,MER-DC-US-03,Meridian Seattle Distribution Centre,US,SUPPLY_CHAIN,136,12,0
2025-01-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,125,15,3
2025-04-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,129,15,4
2025-07-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,133,14,5
2025-10-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,137,14,6
2026-01-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,141,13,0
2026-04-01,MER-DC-US-04,Meridian Chicago Distribution Centre,US,SUPPLY_CHAIN,145,13,1
2025-01-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,132,16,4
2025-04-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,136,16,5
2025-07-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,141,15,6
2025-10-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,145,15,0
2026-01-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,149,14,1
2026-04-01,MER-DC-US-05,Meridian Boston Distribution Centre,US,SUPPLY_CHAIN,154,14,2
2025-01-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,139,17,5
2025-04-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,144,17,6
2025-07-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,148,16,0
2025-10-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,153,16,1
2026-01-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,158,15,2
2026-04-01,MER-DC-US-06,Meridian Miami Distribution Centre,US,SUPPLY_CHAIN,162,15,3
2025-01-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre,NL,SUPPLY_CHAIN,132,16,0
2025-04-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre,NL,SUPPLY_CHAIN,136,16,1
2025-07-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre,NL,SUPPLY_CHAIN,141,15,2
2025-10-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre ,NL,SUPPLY_CHAIN,145,15,3
2026-01-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre,NL,SUPPLY_CHAIN,149,14,4
2026-04-01,MER-DC-NL-01,Meridian Amsterdam Distribution Centre,NL,SUPPLY_CHAIN,154,14,5
2025-01-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,139,17,4
2025-04-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,144,17,5
2025-07-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,148,16,6
2025-10-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,153,16,0
2026-01-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,158,15,1
2026-04-01,MER-DC-DE-01,Meridian Berlin Distribution Centre,DE,SUPPLY_CHAIN,162,15,2
2025-01-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,132,16,5
2025-04-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,136,16,6
2025-07-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,141,15,0
2025-10-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,145,15,1
2026-01-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,149,14,2
2026-04-01,MER-DC-CN-01,Meridian Shanghai Distribution Centre,CN,SUPPLY_CHAIN,154,14,3
2025-01-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,139,17,6
2025-04-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,144,17,0
2025-07-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,148,16,1
2025-10-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,153,16,2
2026-01-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,158,15,3
2026-04-01,MER-DC-CN-02,Meridian Shenzhen Distribution Centre,CN,SUPPLY_CHAIN,162,15,4
2025-01-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,132,16,0
2025-04-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,136,16,1
2025-07-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,141,15,2
2025-10-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,145,15,3
2026-01-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,149,14,4
2026-04-01,MER-DC-JP-01,Meridian Tokyo Distribution Centre,JP,SUPPLY_CHAIN,154,14,5
2025-01-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,139,17,4
2025-04-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,144,17,5
2025-07-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,148,16,6
2025-10-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,153,16,0
2026-01-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,158,15,1
2026-04-01,MER-DC-GB-01,Meridian London Distribution Centre,GB,SUPPLY_CHAIN,162,15,2
2025-01-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,147,18,4
2025-04-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,152,18,5
2025-07-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,156,17,6
2025-10-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,161,17,0
2026-01-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,166,16,1
2026-04-01,MER-DC-MX-01,Meridian Monterrey Distribution Centre,MX,SUPPLY_CHAIN,171,16,2
2025-01-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,132,16,0
2025-04-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,136,16,1
2025-07-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,141,15,2
2025-10-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,145,15,3
2026-01-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,149,14,4
2026-04-01,MER-DC-SG-01,Meridian Singapore Distribution Centre,SG,SUPPLY_CHAIN,154,14,5
2025-01-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,172,21,0
2025-04-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,177,21,1
2025-07-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,183,20,2
2025-10-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,188,20,3
2026-01-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,194,20,4
2026-04-01,MER-OFF-US-01,Meridian Austin Office,US,G&A,200,20,5
2025-01-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,172,21,0
2025-04-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,177,21,1
2025-07-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,183,20,2
2025-10-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,188,20,3
2026-01-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,194,20,4
2026-04-01,MER-OFF-US-01,Meridian Austin Office,US,ENGINEERING,200,20,5
2025-01-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,172,21,0
2025-04-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,177,21,1
2025-07-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,183,20,2
2025-10-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,188,20,3
2026-01-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,194,20,4
2026-04-01,MER-OFF-US-01,Meridian Austin Office,US,CUSTOMER_SUPPORT,200,20,5
2025-01-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,182,22,1
2025-04-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,188,22,2
2025-07-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,194,22,3
2025-10-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,199,21,4
2026-01-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,205,21,5
2026-04-01,MER-OFF-US-02,Meridian Denver Office,US,G&A,211,21,6
2025-01-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,182,22,1
2025-04-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,188,22,2
2025-07-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,194,22,3
2025-10-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,199,21,4
2026-01-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,205,21,5
2026-04-01,MER-OFF-US-02,Meridian Denver Office,US,ENGINEERING,211,21,6
2025-01-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,242,30,6
2025-04-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,250,30,0
2025-07-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,258,30,1
2025-10-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,266,30,2
2026-01-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,274,30,3
2026-04-01,MER-OFF-GB-03,Meridian London Office,GB,G&A,282,30,4
2025-01-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,242,30,6
2025-04-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,250,30,0
2025-07-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,258,30,1
2025-10-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,266,30,2
2026-01-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,274,30,3
2026-04-01,MER-OFF-GB-03,Meridian London Office,GB,ENGINEERING,282,30,4
2025-01-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,242,30,3
2025-04-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,250,30,4
2025-07-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,258,30,5
2025-10-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,266,30,6
2026-01-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,274,30,0
2026-04-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,G&A,282,30,1
2025-01-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,242,30,3
2025-04-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,250,30,4
2025-07-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,258,30,5
2025-10-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,266,30,6
2026-01-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,274,30,0
2026-04-01,MER-OFF-NL-04,Meridian Tilburg Office,NL,ENGINEERING,282,30,1
2025-01-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,161,20,4
2025-04-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,167,19,5
2025-07-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,172,19,6
2025-10-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,177,19,0
2026-01-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,183,18,1
2026-04-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,G&A,188,18,2
2025-01-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,161,20,4
2025-04-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,167,19,5
2025-07-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,172,19,6
2025-10-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,177,19,0
2026-01-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,183,18,1
2026-04-01,MER-OFF-JP-05,Meridian Tokyo Office,JP,ENGINEERING,188,18,2
2025-01-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,202,25,4
2025-04-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,209,25,5
2025-07-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,215,24,6
2025-10-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,222,24,0
2026-01-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,228,24,1
2026-04-01,MER-OFF-CH-06,Meridian Zurich Office,CH,G&A,235,24,2
2025-01-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,202,25,4
2025-04-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,209,25,5
2025-07-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,215,24,6
2025-10-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,222,24,0
2026-01-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,228,24,1
2026-04-01,MER-OFF-CH-06,Meridian Zurich Office,CH,ENGINEERING,235,24,2
2025-01-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,95,11,2
2025-04-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,98,11,3
2025-07-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,101,10,4
2025-10-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,104,10,5
2026-01-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,107,9,6
2026-04-01,MER-LAB-US-01,Meridian Austin R&D Lab,US,ENGINEERING,110,8,0
2025-01-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab,TW,ENGINEERING,74,9,6
2025-04-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab,TW,ENGINEERING,76,8,0
2025-07-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab,TW,ENGINEERING,79,7,1
2025-10-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab ,TW,ENGINEERING,81,7,2
2026-01-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab,TW,ENGINEERING,84,6,3
2026-04-01,MER-LAB-TW-02,Meridian Hsinchu R&D Lab,TW,ENGINEERING,86,5,4
2025-01-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab,CN,ENGINEERING,82,10,2
2025-04-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab,CN,ENGINEERING,85,9,3
2025-07-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab,CN,ENGINEERING,88,9,4
2025-10-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab ,CN,ENGINEERING,90,8,5
2026-01-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab,CN,ENGINEERING,93,7,6
2026-04-01,MER-LAB-CN-03,Meridian Shanghai R&D Lab,CN,ENGINEERING,96,7,0
2025-01-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,99,12,1
2025-04-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,102,11,2
2025-07-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,105,11,3
2025-10-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,109,10,4
2026-01-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,112,10,5
2026-04-01,MER-LAB-KR-04,Meridian Hsinchu R&D Lab,KR,ENGINEERING,115,9,6
2025-01-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,22,2,1
2025-04-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,22,1,2
2025-07-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,23,0,3
2025-10-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,24,0,4
2026-01-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,24,0,5
2026-04-01,MER-DCN-US-01,Meridian Austin Data Center,US,ENGINEERING,25,0,6
2025-01-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,23,2,2
2025-04-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,23,1,3
2025-07-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,24,1,4
2025-10-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,25,0,5
2026-01-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,26,0,6
2026-04-01,MER-DCN-US-02,Meridian Denver Data Center,US,ENGINEERING,26,0,0
2025-01-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,25,3,5
2025-04-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,26,2,6
2025-07-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,27,1,0
2025-10-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,27,0,1
2026-01-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,28,0,2
2026-04-01,MER-DCN-IE-03,Meridian Dublin Data Center,IE,ENGINEERING,29,0,3
2025-01-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,19,2,4
2025-04-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,20,1,5
2025-07-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,21,0,6
2025-10-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,21,0,0
2026-01-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,22,0,1
2026-04-01,MER-DCN-NL-04,Meridian Tilburg Data Center,NL,ENGINEERING,23,0,2
2025-01-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,20,2,5
2025-04-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,21,1,6
2025-07-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,22,0,0
2025-10-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,23,0,1
2026-01-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,23,0,2
2026-04-01,MER-DCN-SG-05,Meridian Singapore Data Center,SG,ENGINEERING,24,0,3
2025-01-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,22,2,6
2025-04-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,22,1,0
2025-07-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,23,0,1
2025-10-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,24,0,2
2026-01-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,24,0,3
2026-04-01,MER-DCN-JP-06,Meridian Osaka Data Center,JP,ENGINEERING,25,0,4
2025-01-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,37,4,2
2025-04-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,38,3,3
2025-07-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,39,2,4
2025-10-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,40,2,5
2026-01-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,41,1,6
2026-04-01,MER-3PL-US-01,Meridian 3PL US 1,US,SUPPLY_CHAIN,43,0,0
2025-01-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,33,4,5
2025-04-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,34,3,6
2025-07-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,36,2,0
2025-10-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,37,1,1
2026-01-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,38,0,2
2026-04-01,MER-3PL-PL-02,Meridian 3PL PL 2,PL,SUPPLY_CHAIN,39,0,3
2025-01-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,37,4,2
2025-04-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,38,3,3
2025-07-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,39,2,4
2025-10-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,40,2,5
2026-01-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,41,1,6
2026-04-01,MER-3PL-MY-03,Meridian 3PL MY 3,MY,SUPPLY_CHAIN,43,0,0
2025-01-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,12,1,0
2025-04-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,12,0,1
2025-07-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,13,0,2
2025-10-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,13,0,3
2026-01-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,13,0,4
2026-04-01,MER-RTL-US-0001,Meridian Store Austin 01,US,RETAIL_OPS,14,-,5
