BOM_ID,PARENT_MODEL_CODE,PARENT_DESCRIPTION,BOM_LEVEL,COMPONENT_PART_NUMBER,COMPONENT_DESCRIPTION,COMPONENT_CATEGORY,QTY_PER_ASSEMBLY,UOM,REF_DESIGNATOR,APPROVED_SUPPLIER_ID,EFFECTIVE_FROM_DATE,EFFECTIVE_TO_DATE,ECO_NUMBER
BOM-50285,ARAGO,Meridian Aura Go 128GB Black,1,CMP-CBL-0441,flex ribbon cable 342,CABLE,1,EA,C05,0000112815,2023-05-15,9999-12-31,ECO-2026-0233
BOM-50286,ARAGO,Meridian Aura Go 128GB Black,1,CMP-ENC-0446,machined housing 347,ENCLOSURE,2,EA,E06,0000121720,2023-05-15,9999-12-31,ECO-2026-0233
BOM-50287,ARAGO,Meridian Aura Go 128GB Black,1,CMP-DSP-0452,OLED display module 353,DISPLAY,8,EA,D07,0000133365,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50288,ARAGO,Meridian Aura Go 128GB Black,1,CMP-ADH-0457,structural adhesive 358,ADHESIVE,2,GR,A08,0000112130,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50289,ARAGO,Meridian Aura Go 128GB Black,1,CMP-CAM-0462,camera module 363,CAMERA,4,EA,C09,0000121035,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50290,ARAGO,Meridian Aura Go 128GB Black,1,CMP-BAT-0467,Li-ion battery pack 368,BATTERY,1,EA,B10,0000132680,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50291,ARAGO,Meridian Aura Go 128GB Black,1,CMP-FST-0472,torx screw 373,FASTENER,8,EA,F11,0000111445,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50292,ARAGO,Meridian Aura Go 128GB Black,1,CMP-PCB-0477,main logic board assembly 378,PCBA,1,EA,P12,0000120350,2023-05-15,9999-12-31,ECO-2026-0234
BOM-50293,ARAGO,Meridian Aura Go 128GB Black,1,CMP-CBL-0482,flex ribbon cable 375,CABLE,1,EA,C13,0000131995,2023-05-15,9999-12-31,ECO-2026-0235
BOM-50294,ARAGO,Meridian Aura Go 128GB Black,1,CMP-ENC-0487,machined housing 388,ENCLOSURE,2,EA,E14,0000110760,2023-05-15,9999-12-31,ECO-2026-0235
BOM-50295,ARAGO,Meridian Aura Go 128GB Black,3,CMP-DSP-0492,OLED display module 393,DISPLAY,4,EA,D15,0000119665,2023-05-15,9999-12-31,ECO-2026-0235
BOM-50296,ARAGO,Meridian Aura Go 128GB Black,2,CMP-ADH-0497,structural adhesive 398,ADHESIVE,8,ML,A16,0000128570,2023-05-15,9999-12-31,ECO-2026-0235
BOM-50297,ARAGO,Meridian Aura Go 128GB Black,2,CMP-CAM-0502,camera module 403,CAMERA,4,EA,C17,0000110075,2023-05-15,9999-12-31,ECO-2026-0235
BOM-50298,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-ENC-0438,machined housing 339,ENCLOSURE,2,EA,E01,0000107472,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50299,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-DSP-0443,OLED display module 344,DISPLAY,1,EA,D02,0000116377,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50300,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-ADH-0448,structural adhesive 349,ADHESIVE,8,GR,A03,0000125282,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50301,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-CAM-0454,camera module 355,CAMERA,1,EA,C04,0000106787,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50302,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-BAT-0459,Li-ion battery pack 360,BATTERY,8,EA,B05,0000115692,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50303,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-FST-0464,torx screw 357,FASTENER,10,EA,F06,0000124597,2023-04-15,9999-12-31,ECO-2023-0240
BOM-50304,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-PCB-0469,main logic board assembly 370,PCBA,2,EA,P07,0000106102,2023-04-15,9999-12-31,ECO-2023-0241
BOM-50305,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-CBL-0474,flex ribbon cable 375,CABLE,1,EA,C08,0000115007,2023-04-15,9999-12-31,ECO-2023-0241
BOM-50306,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-ENC-0479,machined housing 380,ENCLOSURE,8,EA,E09,0000123912,2023-04-15,9999-12-31,ECO-2023-0241
BOM-50307,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-DSP-0484,OLED display module 385,DISPLAY,4,EA,D10,0000105417,2023-04-15,9999-12-31,ECO-2023-0241
BOM-50308,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-ADH-0489,structural adhesive 390,ADHESIVE,8,ML,A11,0000114322,2023-04-15,9999-12-31,ECO-2023-0241
BOM-50309,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-CAM-0494,camera module 395,CAMERA,1,EA,C12,0000123227,2023-04-15,2026-12-31,ECO-2023-0241
BOM-50310,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-BAT-0499,Li-ion battery pack 400,BATTERY,1,EA,B13,0000104732,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50311,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-FST-0504,torx screw 405,FASTENER,6,EA,F14,0000113637,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50312,ARA13P,Meridian Aura 13 Pro 128GB Black,1,CMP-PCB-0509,main logic board assembly 402,PCBA,4,EA,P15,0000122542,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50313,ARA13P,Meridian Aura 13 Pro 128GB Black,2,CMP-CBL-0514,flex ribbon cable 415,CABLE,1,EA,C16,0000134187,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50314,ARA13P,Meridian Aura 13 Pro 128GB Black,2,CMP-DSP-0451,6.7-inch OLED display module,DISPLAY,1,EA,D17,0000104732,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50315,ARA13P,Meridian Aura 13 Pro 128GB Black,3,CMP-FST-0103,torx screw 004,FASTENER,12,EA,F18,0000113637,2023-04-15,9999-12-31,ECO-2023-0242
BOM-50316,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-FST-0456,torx screw 357,FASTENER,8,EA,F01,0000110349,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50317,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-PCB-0461,main logic board assembly 362,PCBA,1,EA,P02,0000119254,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50318,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-CBL-0466,flex ribbon cable 367,CABLE,1,EA,C03,0000128159,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50319,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-ENC-0471,machined housing 372,ENCLOSURE,1,EA,E04,0000109664,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50320,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-DSP-0476,OLED display module 377,DISPLAY,1,EA,D05,0000118569,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50321,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-ADH-0481,structural adhesive 382,ADHESIVE,1,GR,A06,0000127474,2024-03-15,9999-12-31,ECO-2024-0247
BOM-50322,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-CAM-0486,camera module 387,CAMERA,8,EA,C07,0000108979,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50323,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-BAT-0491,Li-ion battery pack 384,BATTERY,2,EA,B08,0000117884,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50324,ARA14P,Meridian Aura 14 Pro 128GB Black,1,CMP-FST-0496,torx screw 397,FASTENER,8,EA,F09,0000126789,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50325,ARA14P,Meridian Aura 14 Pro 128GB Black,2,CMP-PCB-0501,main logic board assembly 402,PCBA,4,EA,P10,0000108294,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50326,ARA14P,Meridian Aura 14 Pro 128GB Black,2,CMP-CBL-0506,flex ribbon cable 407,CABLE,8,EA,C11,0000117199,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50327,ARA14P,Meridian Aura 14 Pro 128GB Black,3,CMP-ENC-0511,machined housing 412,ENCLOSURE,8,EA,E12,0000126104,2024-03-15,9999-12-31,ECO-2024-0248
BOM-50328,SLT8,Meridian Slate 8 128GB Black,1,CMP-ADH-0473,structural adhesive 366,ADHESIVE,8,ML,A01,0000113226,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50329,SLT8,Meridian Slate 8 128GB Black,1,CMP-CAM-0478,camera module 379,CAMERA,4,EA,C02,0000122131,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50330,SLT8,Meridian Slate 8 128GB Black,1,CMP-BAT-0483,Li-ion battery pack 384,BATTERY,8,EA,B03,0000133776,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50331,SLT8,Meridian Slate 8 128GB Black,1,CMP-FST-0488,torx screw 389,FASTENER,7,EA,F04,0000112541,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50332,SLT8,Meridian Slate 8 128GB Black,1,CMP-PCB-0493,main logic board assembly 394,PCBA,8,EA,P05,0000121446,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50333,SLT8,Meridian Slate 8 128GB Black,1,CMP-CBL-0498,flex ribbon cable 399,CABLE,1,EA,C06,0000133091,2025-09-15,9999-12-31,ECO-2025-0254
BOM-50334,SLT8,Meridian Slate 8 128GB Black,1,CMP-ENC-0503,machined housing 404,ENCLOSURE,1,EA,E07,0000111856,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50335,SLT8,Meridian Slate 8 128GB Black,1,CMP-DSP-0508,OLED display module 409,DISPLAY,1,EA,D08,0000120761,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50336,SLT8,Meridian Slate 8 128GB Black,1,CMP-ADH-0513,structural adhesive 414,ADHESIVE,2,ML,A09,,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50337,SLT8,Meridian Slate 8 128GB Black,1,CMP-CAM-0518,camera module 411,CAMERA,2,EA,C10,0000111171,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50338,SLT8,Meridian Slate 8 128GB Black,2,CMP-ENC-0102,machined housing 003,ENCLOSURE,1,EA,E11,0000111856,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50339,SLT8,Meridian Slate 8 128GB Black,3,CMP-DSP-0107,OLED display module 008,DISPLAY,4,EA,D12,0000120761,2025-09-15,9999-12-31,ECO-2025-0255
BOM-50340,SLT8,Meridian Slate 8 128GB Black,2,CMP-ADH-0112,structural adhesive 005,ADHESIVE,1,GR,A13,,2025-09-15,9999-12-31,ECO-2025-0256
BOM-50341,SLT9,Meridian Slate 9 128GB Black,1,CMP-CBL-0490,flex ribbon cable 391,CABLE,2,EA,C01,0000116103,2021-08-15,9999-12-31,ECO-2026-0261
BOM-50342,SLT9,Meridian Slate 9 128GB Black,1,CMP-ENC-0495,machined housing 396,ENCLOSURE,1,EA,E02,0000125008,2021-08-15,2026-12-31,ECO-2026-0261
BOM-50343,SLT9,Meridian Slate 9 128GB Black,1,CMP-DSP-0500,OLED display module 393,DISPLAY,8,EA,D03,0000106513,2021-08-15,9999-12-31,ECO-2026-0261
BOM-50344,SLT9,Meridian Slate 9 128GB Black,1,CMP-ADH-0505,structural adhesive 406,ADHESIVE,4,ML,A04,0000115418,2021-08-15,9999-12-31,ECO-2026-0261
BOM-50345,SLT9,Meridian Slate 9 128GB Black,1,CMP-CAM-0510,camera module 411,CAMERA,4,EA,C05,0000124323,2021-08-15,9999-12-31,ECO-2026-0261
BOM-50346,SLT9,Meridian Slate 9 128GB Black,1,CMP-BAT-0515,Li-ion battery pack 416,BATTERY,8,EA,B06,0000105828,2021-08-15,9999-12-31,ECO-2026-0261
BOM-50347,SLT9,Meridian Slate 9 128GB Black,1,CMP-BAT-0118,Li-ion battery pack 4500mAh,BATTERY,1,EA,B07,0000105143,2021-08-15,9999-12-31,ECO-2026-0262
BOM-50348,SLT9,Meridian Slate 9 128GB Black,1,CMP-ADH-0104,structural adhesive 005,ADHESIVE,1,GR,A08,0000115418,2021-08-15,9999-12-31,ECO-2026-0262
BOM-50349,SLT9,Meridian Slate 9 128GB Black,1,CMP-CAM-0109,camera module 010,CAMERA,2,EA,C09,0000124323,2021-08-15,2026-12-31,ECO-2026-0262
BOM-50350,SLT9,Meridian Slate 9 128GB Black,1,CMP-BAT-0114,Li-ion battery pack 015,BATTERY,8,EA,B10,0000105828,2021-08-15,9999-12-31,ECO-2026-0262
BOM-50351,SLT9,Meridian Slate 9 128GB Black,1,CMP-FST-0119,torx screw 020,FASTENER,13,EA,F11,0000114733,2021-08-15,9999-12-31,ECO-2026-0262
BOM-50352,SLT9,Meridian Slate 9 128GB Black,3,CMP-PCB-0124,main logic board assembly 025,PCBA,8,EA,P12,0000123638,2021-08-15,9999-12-31,ECO-2026-0262
BOM-50353,SLT9,Meridian Slate 9 128GB Black,2,CMP-CBL-0129,flex ribbon cable 030,CABLE,8,EA,C13,0000105143,2021-08-15,9999-12-31,ECO-2026-0263
BOM-50354,SLT9,Meridian Slate 9 128GB Black,2,CMP-ENC-0134,machined housing 035,ENCLOSURE,4,EA,E14,0000114048,2021-08-15,9999-12-31,ECO-2026-0263
BOM-50355,SLT10,Meridian Slate 10 128GB Black,1,CMP-BAT-0507,Li-ion battery pack 408,BATTERY,1,EA,B01,0000118980,2021-07-15,2026-12-31,ECO-2023-0268
BOM-50356,SLT10,Meridian Slate 10 128GB Black,1,CMP-FST-0512,torx screw 413,FASTENER,12,EA,F02,0000127885,2021-07-15,9999-12-31,ECO-2023-0268
BOM-50357,SLT10,Meridian Slate 10 128GB Black,1,CMP-PCB-0517,main logic board assembly 418,PCBA,8,EA,P03,0000109390,2021-07-15,9999-12-31,ECO-2023-0268
BOM-50358,SLT10,Meridian Slate 10 128GB Black,1,CMP-CAM-0101,camera module 002,CAMERA,8,EA,C04,0000110075,2021-07-15,9999-12-31,ECO-2023-0268
BOM-50359,SLT10,Meridian Slate 10 128GB Black,1,CMP-BAT-0106,Li-ion battery pack 007,BATTERY,8,EA,B05,0000118980,2021-07-15,9999-12-31,ECO-2023-0268
BOM-50360,SLT10,Meridian Slate 10 128GB Black,1,CMP-FST-0111,torx screw 012,FASTENER,6,EA,F06,0000127885,2021-07-15,9999-12-31,ECO-2023-0268
BOM-50361,SLT10,Meridian Slate 10 128GB Black,1,CMP-PCB-0116,main logic board assembly 017,PCBA,1,EA,P07,0000109390,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50362,SLT10,Meridian Slate 10 128GB Black,1,CMP-CBL-0121,flex ribbon cable 014,CABLE,1,EA,C08,0000118295,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50363,SLT10,Meridian Slate 10 128GB Black,1,CMP-ENC-0126,machined housing 027,ENCLOSURE,8,EA,E09,0000127200,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50364,SLT10,Meridian Slate 10 128GB Black,1,CMP-DSP-0131,OLED display module 032,DISPLAY,1,EA,D10,0000108705,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50365,SLT10,Meridian Slate 10 128GB Black,1,CMP-ADH-0136,structural adhesive 037,ADHESIVE,4,ML,A11,0000117610,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50366,SLT10,Meridian Slate 10 128GB Black,1,CMP-CAM-0141,camera module 042,CAMERA,2,EA,C12,0000126515,2021-07-15,9999-12-31,ECO-2023-0269
BOM-50367,SLT10,Meridian Slate 10 128GB Black,2,CMP-BAT-0146,Li-ion battery pack 047,BATTERY,4,EA,B13,0000108020,2021-07-15,9999-12-31,ECO-2023-0270
BOM-50368,SLT10,Meridian Slate 10 128GB Black,2,CMP-FST-0151,torx screw 052,FASTENER,8,EA,F14,0000116925,2021-07-15,9999-12-31,ECO-2023-0270
BOM-50369,SLT10,Meridian Slate 10 128GB Black,3,CMP-PCB-0156,main logic board assembly 057,PCBA,4,EA,P15,0000125830,2021-07-15,9999-12-31,ECO-2023-0270
BOM-50370,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-FST-0103,torx screw 004,FASTENER,9,EA,F01,0000113637,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50371,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-PCB-0108,main logic board assembly 009,PCBA,8,EA,P02,0000122542,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50372,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-CBL-0113,flex ribbon cable 014,CABLE,1,EA,C03,0000134187,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50373,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-ENC-0118,machined housing 019,ENCLOSURE,1,EA,E04,0000112952,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50374,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-DSP-0123,OLED display module 024,DISPLAY,1,EA,D05,0000121857,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50375,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-ADH-0128,structural adhesive 029,ADHESIVE,4,GR,A06,0000133502,2021-06-15,9999-12-31,ECO-2024-0275
BOM-50376,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-CAM-0133,camera module 034,CAMERA,1,EA,C07,0000112267,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50377,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-BAT-0138,Li-ion battery pack 039,BATTERY,8,EA,B08,0000121172,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50378,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-FST-0143,torx screw 044,FASTENER,12,EA,F09,,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50379,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-PCB-0148,main logic board assembly 041,PCBA,2,EA,P10,0000111582,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50380,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-CBL-0153,flex ribbon cable 054,CABLE,4,EA,C11,0000120487,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50381,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-ENC-0158,machined housing 059,ENCLOSURE,1,EA,E12,0000132132,2021-06-15,9999-12-31,ECO-2024-0276
BOM-50382,SLT10P,Meridian Slate 10 Pro 128GB Black,1,CMP-DSP-0163,OLED display module 064,DISPLAY,1,EA,D13,0000110897,2021-06-15,9999-12-31,ECO-2024-0277
BOM-50383,SLT10P,Meridian Slate 10 Pro 128GB Black,2,CMP-ADH-0168,structural adhesive 069,ADHESIVE,4,GR,A14,0000119802,2021-06-15,9999-12-31,ECO-2024-0277
BOM-50384,SLT10P,Meridian Slate 10 Pro 128GB Black,3,CMP-CAM-0173,camera module 074,CAMERA,1,EA,C15,0000128707,2021-06-15,9999-12-31,ECO-2024-0277
BOM-50385,SLT10P,Meridian Slate 10 Pro 128GB Black,2,CMP-BAT-0178,Li-ion battery pack 079,BATTERY,8,EA,B16,0000110212,2021-06-15,9999-12-31,ECO-2024-0277
BOM-50386,SLT11,Meridian Slate 11 128GB Black,1,CMP-ADH-0120,structural adhesive 021,ADHESIVE,1,GR,A01,0000116514,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50387,SLT11,Meridian Slate 11 128GB Black,1,CMP-CAM-0125,camera module 026,CAMERA,1,EA,C02,0000125419,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50388,SLT11,Meridian Slate 11 128GB Black,1,CMP-BAT-0130,Li-ion battery pack 023,BATTERY,1,EA,B03,0000106924,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50389,SLT11,Meridian Slate 11 128GB Black,1,CMP-FST-0135,torx screw 036,FASTENER,6,EA,F04,0000115829,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50390,SLT11,Meridian Slate 11 128GB Black,1,CMP-PCB-0140,main logic board assembly 041,PCBA,2,EA,P05,0000124734,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50391,SLT11,Meridian Slate 11 128GB Black,1,CMP-CBL-0145,flex ribbon cable 046,CABLE,4,EA,C06,0000106239,2022-05-15,9999-12-31,ECO-2025-0282
BOM-50392,SLT11,Meridian Slate 11 128GB Black,1,CMP-ENC-0150,machined housing 051,ENCLOSURE,2,EA,E07,0000115144,2022-05-15,9999-12-31,ECO-2025-0283
BOM-50393,SLT11,Meridian Slate 11 128GB Black,1,CMP-DSP-0155,OLED display module 056,DISPLAY,8,EA,D08,0000124049,2022-05-15,9999-12-31,ECO-2025-0283
BOM-50394,SLT11,Meridian Slate 11 128GB Black,1,CMP-ADH-0160,structural adhesive 061,ADHESIVE,2,GR,A09,0000105554,2022-05-15,9999-12-31,ECO-2025-0283
BOM-50395,SLT11,Meridian Slate 11 128GB Black,1,CMP-CAM-0165,camera module 066,CAMERA,4,EA,C10,0000114459,2022-05-15,2026-12-31,ECO-2025-0283
BOM-50396,SLT11,Meridian Slate 11 128GB Black,1,CMP-BAT-0170,Li-ion battery pack 071,BATTERY,4,EA,B11,0000123364,2022-05-15,9999-12-31,ECO-2025-0283
BOM-50397,SLT11,Meridian Slate 11 128GB Black,1,CMP-FST-0175,torx screw 068,FASTENER,12,EA,F12,0000104869,2022-05-15,9999-12-31,ECO-2025-0283
BOM-50398,SLT11,Meridian Slate 11 128GB Black,1,CMP-PCB-0180,main logic board assembly 081,PCBA,4,EA,P13,0000113774,2022-05-15,9999-12-31,ECO-2025-0284
BOM-50399,SLT11,Meridian Slate 11 128GB Black,1,CMP-CBL-0185,flex ribbon cable 086,CABLE,8,EA,C14,0000122679,2022-05-15,9999-12-31,ECO-2025-0284
BOM-50400,SLT11,Meridian Slate 11 128GB Black,3,CMP-ENC-0190,machined housing 091,ENCLOSURE,1,EA,E15,0000134324,2022-05-15,9999-12-31,ECO-2025-0284
BOM-50401,SLT11,Meridian Slate 11 128GB Black,2,CMP-DSP-0195,OLED display module 096,DISPLAY,8,EA,D16,0000113089,2022-05-15,9999-12-31,ECO-2025-0284
BOM-50402,SLT11,Meridian Slate 11 128GB Black,2,CMP-ADH-0200,structural adhesive 101,ADHESIVE,1,ML,A17,0000121994,2022-05-15,9999-12-31,ECO-2025-0284
BOM-50403,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-CBL-0137,flex ribbon cable 038,CABLE,2,EA,C01,0000119391,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50404,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-ENC-0142,machined housing 043,ENCLOSURE,4,EA,E02,0000128296,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50405,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-DSP-0147,OLED display module 048,DISPLAY,8,EA,D03,0000109801,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50406,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-ADH-0152,structural adhesive 053,ADHESIVE,2,ML,A04,0000118706,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50407,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-CAM-0157,camera module 050,CAMERA,2,EA,C05,0000127611,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50408,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-BAT-0162,Li-ion battery pack 063,BATTERY,4,EA,B06,0000109116,2024-04-15,9999-12-31,ECO-2026-0289
BOM-50409,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-FST-0167,torx screw 068,FASTENER,8,EA,F07,0000118021,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50410,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-PCB-0172,main logic board assembly 073,PCBA,4,EA,P08,0000126926,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50411,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-CBL-0177,flex ribbon cable 078,CABLE,2,EA,C09,0000108431,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50412,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-ENC-0182,machined housing 083,ENCLOSURE,1,EA,E10,0000117336,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50413,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-DSP-0187,OLED display module 088,DISPLAY,1,EA,D11,0000126241,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50414,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-ADH-0192,structural adhesive 093,ADHESIVE,1,ML,A12,0000107746,2024-04-15,9999-12-31,ECO-2026-0290
BOM-50415,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-CAM-0197,camera module 098,CAMERA,2,EA,C13,0000116651,2024-04-15,9999-12-31,ECO-2026-0291
BOM-50416,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-BAT-0202,Li-ion battery pack 095,BATTERY,4,EA,B14,0000125556,2024-04-15,9999-12-31,ECO-2026-0291
BOM-50417,SLTMN,Meridian Slate Mini 128GB Black,1,CMP-FST-0207,torx screw 108,FASTENER,11,EA,F15,0000107061,2024-04-15,9999-12-31,ECO-2026-0291
BOM-50418,SLTMN,Meridian Slate Mini 128GB Black,2,CMP-PCB-0212,main logic board assembly 113,PCBA,8,EA,P16,0000115966,2024-04-15,2026-12-31,ECO-2026-0291
BOM-50419,SLTMN,Meridian Slate Mini 128GB Black,2,CMP-CBL-0217,flex ribbon cable 118,CABLE,2,EA,C17,0000124871,2024-04-15,2026-12-31,ECO-2026-0291
BOM-50420,SLTMN,Meridian Slate Mini 128GB Black,3,CMP-ENC-0222,machined housing 123,ENCLOSURE,8,EA,E18,0000106376,2024-04-15,9999-12-31,ECO-2026-0291
BOM-50421,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-BAT-0154,Li-ion battery pack 055,BATTERY,2,EA,B01,0000122268,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50422,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-FST-0159,torx screw 060,FASTENER,12,EA,F02,0000133913,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50423,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-PCB-0164,main logic board assembly 065,PCBA,8,EA,P03,0000112678,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50424,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-CBL-0169,flex ribbon cable 070,CABLE,2,EA,C04,0000121583,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50425,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-ENC-0174,machined housing 075,ENCLOSURE,4,EA,E05,,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50426,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-DSP-0179,OLED display module 080,DISPLAY,4,EA,D06,0000111993,2022-03-15,9999-12-31,ECO-2023-0296
BOM-50427,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-ADH-0184,structural adhesive 077,ADHESIVE,4,ML,A07,0000120898,2022-03-15,9999-12-31,ECO-2023-0297
BOM-50428,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-CAM-0189,camera module 090,CAMERA,1,EA,C08,0000132543,2022-03-15,9999-12-31,ECO-2023-0297
