API_WellNo,Cnty,Hole,SideTrck,Completion,Well_Name,Company_name,Operator_number,Well_Type,Map_Symbol,Well_Status,Date_Status,Date_Permit_Application,Permit_Issued,Date_Spudded,Date_Total_Depth,Date_Well_Completed,Date_well_plugged,Date_well_confidential,confid,town,quad,quadsec,Producing_name,Producing_formation,Financial_security,Slant,County,Region,State_lease,Proposed_depth,Surface_location,Surface_Longitude,Surface_latitude,Bottom_hole_location,Bottom_hole_longitude,Bottom_hole_latitude,True_vertical_depth,Measured_depth,Kickoff,DrilledDepth,Elevation,Original_well_type,Permit_Fee,Objective_formation,Depth_Fee,Spacing,Spacing_Acres,Integration,Dt_Hearing,Dt_Mod,LINK
31003003510000,3,351,0,0,Jermaine Eda L 1,Hanley & Bird,542,DH,DHP,PA,,,,,,1941-01-18 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.026799999999994,42.412329999999997,BH,-78.026799999999994,42.412329999999997,3077,3077,0,3077,1771 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003510000
31003003520000,3,352,0,0,Smith M K,Hanley & Bird,542,DH,DHP,PA,,,,,,1940-12-29 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.022350000000003,42.41769,BH,-78.022350000000003,42.41769,3021,3021,0,3021,1728 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003520000
31003003530000,3,353,0,0,Phipps Roy 1,Lawrence Gas Co.,9274,DH,DHP,PA,,,,,,1940-12-07 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.028099999999995,42.409030000000001,BH,-78.028099999999995,42.409030000000001,3036,3036,0,3036,1716 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003530000
31003003540000,3,354,0,0,Bently G 1,Lawrence Gas Co.,9274,DH,DHP,PA,,,,,,1940-12-04 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.025130000000004,42.410269999999997,BH,-78.025130000000004,42.410269999999997,3026,3026,0,3026,1746 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003540000
31003003550000,3,355,0,0,Hoyt E C 1,Jackles et al,9262,DH,DHP,PA,,,,,,1940-10-10 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.013080000000002,42.419490000000003,BH,-78.013080000000002,42.419490000000003,2941,2941,0,2941,1641 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003550000
31003003560000,3,356,0,0,Barney F,Hanley & Bird,542,DH,DHP,PA,,,,,,1940-10-21 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.017910000000001,42.420020000000001,BH,-78.017910000000001,42.420020000000001,2949,2949,0,2949,1635 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003560000
31003003570000,3,357,0,0,"Benrens, H 1",Bayless et al,9273,DW,DHP,PA,,,,,,1936-01-18 00:00:00,,,No,Allen,Birdsall,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.982910000000004,42.413159999999998,BH,-77.982910000000004,42.413159999999998,3225,3225,0,3225,1716 ,NL,0,Not Applicable,-100,,,,,1998-11-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003570000
31003003580000,3,358,0,0,Bank of Angelica 3,"Kaufman, Gordon et al",9272,DW,DHP,PA,1937-06-12 00:00:00,,,,,1937-06-12 00:00:00,1937-06-12 00:00:00,,No,Allen,Fillmore,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.013819999999996,42.393630000000002,BH,-78.013819999999996,42.393630000000002,5001,5001,0,5001,2006 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003580000
31003003590000,3,359,0,0,Steadman C 1,Kerr & Kaufman,9271,DW,DHP,PA,,,,,,1935-03-27 00:00:00,,,No,Allen,Fillmore,H,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.064629999999994,42.421689999999998,BH,-78.064629999999994,42.421689999999998,2970,2970,0,2970,1685 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003590000
31003003600000,3,360,0,0,Bank of Angelica 1,Kerr & Kaufman,9271,DH,DHP,PA,,,,,,1934-08-31 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.037549999999996,42.401609999999998,BH,-78.037549999999996,42.401609999999998,3157,3157,0,3157,1779 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003600000
31003003610000,3,361,0,0,Bank of Angelica 2,Kerr & Kaufman,9271,DH,DHP,PA,,,,,,1934-05-04 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.029570000000007,42.406419999999997,BH,-78.029570000000007,42.406419999999997,2948,2948,0,2948,1639 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003610000
31003003620000,3,362,0,0,Vincent + Smith 1,Kerr & Kaufman,9271,DH,DHP,PA,,,,,,1933-11-29 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.033479999999997,42.409860000000002,BH,-78.033479999999997,42.409860000000002,2939,2939,0,2939,1627 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003620000
31003003630000,3,363,0,0,Vincent S P 1,"Brendel, S.J.",9277,DH,DHP,PA,,,,,,1933-09-16 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.042379999999994,42.409030000000001,BH,-78.042379999999994,42.409030000000001,2976,2976,0,2976,1656 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003630000
31003003640000,3,364,0,0,Slaight J W 1,"Pennsylvania Gas Co.,  Inc.",20,DH,DHP,PA,,,,,,1933-08-02 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.014200000000002,42.409860000000002,BH,-78.014200000000002,42.409860000000002,3053,3053,0,3053,1654 ,NL,0,Not Applicable,-100,,,,,2000-06-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003640000
31003003650000,3,365,0,0,Murphy Est 1     ,Hanley & Bird,542,GD,GWP,PA,,,,1936-09-18 00:00:00,1936-11-15 00:00:00,1936-11-15 00:00:00,1941-02-26 00:00:00,,No,Alma,Wellsville South,G,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.977770000000007,42.005839999999999,BH,-77.977770000000007,42.005839999999999,4649,4649,0,4649,1939 ,NL,0,Oriskany,-100,,,,,2004-01-05 10:39:59.013000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003650000
31003003660000,3,366,0,0,Odonnell Patricia 1,"Cabot, G.L.",9481,NL,OP,PA,,,,,,1936-12-12 00:00:00,1940-06-11 00:00:00,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.932230000000004,42.01052,BH,-77.932230000000004,42.01052,4931,4931,0,4931,2617 ,NL,0,Oriskany,-100,,,,,2003-01-24 15:53:37.360000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003660000
31003003680000,3,368,0,0,"Crane, D 1     ",Sylvania Corp.,8,GD,GWP,PA,,,,1936-06-24 00:00:00,1936-08-24 00:00:00,1936-08-24 00:00:00,1940-11-26 00:00:00,,No,Alma,Wellsville South,G,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.97278,42.008600000000001,BH,-77.97278,42.008600000000001,4599,4599,0,4599,1881 ,NL,0,Oriskany,-100,,,,,2003-01-24 15:53:37.360000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003680000
31003003690000,3,369,0,0,Harder Lee 1,"Cabot, G.L.",9481,GD,GWP,PA,,,,,,1936-08-17 00:00:00,,,No,Alma,Wellsville South,D,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.969149999999999,42.075429999999997,BH,-77.969149999999999,42.075429999999997,4853,4853,0,4853,2177 ,NL,0,Not Applicable,-100,,,,,1998-10-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003690000
31003003700000,3,370,0,0,Voided Permit     ,,0,NL,O,VP,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-25 14:08:35.693000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003700000
31003003710000,3,371,0,0,"O'Hara, James 1 (NFGSC SC-498A)     ",Cunningham Natural Gas Corp.,261,GD,O,CO,,,,,,1936-05-23 00:00:00,,,No,Willing,Wellsville South,H,State Line,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.938490000000002,42.00282,BH,-77.938490000000002,42.00282,4695,4695,0,4695,1890 ,NL,0,Oriskany,-100,,,,,2014-06-03 12:21:25.333000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003710000
31003003710001,3,371,0,1,"O'Hara, James 1 (NFGSC SC-498A)     ",National Fuel Gas Supply Corp.,431,MS,O,AC,2008-12-10 00:00:00,2008-11-28 00:00:00,2008-12-08 00:00:00,2008-12-10 00:00:00,2009-01-27 00:00:00,2009-03-06 00:00:00,,2009-06-10 00:00:00,Released,Willing,Wellsville South,G,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,4820,SURF,-77.938670000000002,42.002600000000001,BH,-77.938670000000002,42.002600000000001,4868,4868,0,4868,1890 ,ST,2000,Oriskany,1900,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2010-04-02 15:26:23.330000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003710001
31003003740000,3,374,0,0,"Knox, H 1     ",Sylvania Corp.,8,GD,GWP,PA,1938-02-19 00:00:00,,,1935-11-15 00:00:00,1936-02-07 00:00:00,1936-02-16 00:00:00,1938-02-19 00:00:00,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.950659999999999,42.018500000000003,BH,-77.950659999999999,42.018500000000003,4623,4623,0,4623,1689 ,NL,0,Oriskany,-100,,,,,1999-03-19 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003740000
31003003750000,3,375,0,0,"Burns, W 2     ","Becker, J.W. et al",9278,GD,GWP,PA,,,,1935-12-13 00:00:00,1936-04-19 00:00:00,1936-04-19 00:00:00,1942-08-20 00:00:00,,No,Alma,Ellisburg,B,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.958020000000005,41.9998,BH,-77.958020000000005,41.9998,4941,4941,0,4941,2211 ,NL,0,Oriskany,-100,,,,,2003-01-24 15:53:37.373000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003750000
31003003760000,3,376,0,0,"Knox, H 1     ",Sylvania Corp.,8,GD,GWP,PA,,,,1935-12-06 00:00:00,1936-02-16 00:00:00,1935-02-16 00:00:00,1938-02-15 00:00:00,,No,Alma,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.957300000000004,42.014229999999998,BH,-77.957300000000004,42.014229999999998,4623,4623,0,4623,1839 ,NL,0,Oriskany,-100,,,,,2003-01-24 15:53:37.373000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003760000
31003003790000,3,379,0,0,Moynihan (N146) EC-495      ,National Fuel Gas Supply Corp.,431,MS,O,CO,2009-12-31 00:00:00,,,1935-09-04 00:00:00,,1935-11-04 00:00:00,,,No,Alma,Wellsville South,H,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.936999999999998,42.018500000000003,BH,-77.936999999999998,42.018500000000003,4444,4444,0,4444,1723 ,NL,0,Not Applicable,-100,,,,,2015-08-13 08:26:17.287000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003790000
31003003790001,3,379,0,1,Moynihan Farms SC-495A     ,National Fuel Gas Supply Corp.,431,MS,O,AC,,2007-04-10 00:00:00,2007-06-13 00:00:00,2008-01-17 00:00:00,2008-02-20 00:00:00,2008-04-11 00:00:00,,2008-07-17 00:00:00,Released,Willing,Wellsville South,H,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,4510,SURF,-77.936999999999998,42.018500000000003,BH,-77.936999999999998,42.018500000000003,4565,4565,0,4565,1717 ,MS,2000,Oriskany,1900,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2011-03-16 15:19:13.193000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003790001
31003003800000,3,380,0,0,Regan C D 2,Cunningham Natural Gas Corp.,261,NL,OP,PA,,,,,,1935-11-06 00:00:00,1938-11-05 00:00:00,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.946979999999996,42.01052,BH,-77.946979999999996,42.01052,4757,4757,0,4757,2100 ,NL,0,Oriskany,-100,,,,,2005-02-04 11:06:18.247000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003800000
31003003810000,3,381,0,0,Burns Wm 1,"Becker, J.W. et al",9278,NL,OP,PA,,,,,,1935-10-29 00:00:00,,,No,Alma,Wellsville South,G,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.958399999999997,42.00365,BH,-77.958399999999997,42.00365,4847,4847,0,4847,1977 ,NL,0,Oriskany,-100,,,,,1999-01-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003810000
31003003810001,3,381,0,1,Burns W. SC-515A     ,National Fuel Gas Supply Corp.,431,MS,O,AC,,2007-04-10 00:00:00,2007-05-09 00:00:00,2007-11-09 00:00:00,2008-01-15 00:00:00,2008-04-10 00:00:00,,2009-11-09 00:00:00,Released,Alma,Wellsville South,G,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,4900,SURF,-77.959299999999999,42.003799999999998,BH,-77.959299999999999,42.003799999999998,4966,4966,0,4966,1972 ,MS,2000,Oriskany,1900,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2010-04-01 15:34:11.300000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003810001
31003003820000,3,382,0,0,Barber Dpra 1 496,"Cabot, G.L.",9481,DW,DHP,PA,,,,,,1935-11-06 00:00:00,,,No,Willing,Wellsville South,H,Fulmer Valley,Fulmer Valley,False,Vertical,Allegany,9,NA,0,SURF,-77.927260000000004,42.019390000000001,BH,-77.927260000000004,42.019390000000001,4656,4656,0,4656,1855 ,NL,0,Not Applicable,-100,,,,,1999-03-19 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003820000
31003003830000,3,383,0,0,Cunningham Alice 1 (NFGSC # SC-494)     ,National Fuel Gas Supply Corp.,431,DW,DH,CO,,,,,,1935-11-11 00:00:00,,,No,Willing,Wellsville South,H,State Line,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.931960000000004,42.015749999999997,BH,-77.931960000000004,42.015749999999997,4953,4953,0,4953,2064 ,NL,0,Oriskany,-100,,,,,2011-03-07 07:51:33.627000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003830000
31003003830001,3,383,0,1,Cunningham Alice 1 (NFGSC # SC-494)     ,National Fuel Gas Supply Corp.,431,MS,O,AC,,2009-08-28 00:00:00,2009-08-31 00:00:00,2009-09-08 00:00:00,2009-09-14 00:00:00,2009-10-15 00:00:00,,,Application Received or Permit Issued,Willing,Wellsville South,H,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,5100,SURF,-77.931970000000007,42.015689999999999,BH,-77.931970000000007,42.015689999999999,5095,5095,0,5095,2032 ,MS,2190,Oriskany,2090,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2016-06-23 09:14:40.270000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003830001
31003003840000,3,384,0,0,Col Henrietta 1 513,Cunningham Natural Gas Corp.,261,NL,OP,PA,2002-10-02 00:00:00,,,,,1935-08-03 00:00:00,2002-10-02 00:00:00,,No,Alma,Wellsville South,G,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.962850000000003,42.002549999999999,BH,-77.962850000000003,42.002549999999999,4611,4611,0,4611,1954 ,NL,0,Not Applicable,-100,,,,,2005-02-04 11:06:30.657000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003840000
31003003850000,3,385,0,0,"Moran, T 1     ",Southwestern Development Co.,9036,GD,GWP,PA,,,,1935-05-24 00:00:00,1935-04-26 00:00:00,1935-04-26 00:00:00,1939-05-04 00:00:00,,No,Alma,Wellsville South,G,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.960980000000006,42.01314,BH,-77.960980000000006,42.01314,4434,4434,0,4434,1706 ,NL,0,Oriskany,-100,,,,,2003-01-24 15:53:37.390000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003850000
31003003870000,3,387,0,0,"Costello, M 1     ",National Fuel Gas Supply Corp.,431,GD,GWP,PA,,,,1935-02-15 00:00:00,1935-05-16 00:00:00,1935-05-16 00:00:00,1938-06-14 00:00:00,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.945869999999999,42.018770000000004,BH,-77.945869999999999,42.018770000000004,4744,4744,0,4744,2008 ,NL,0,Oriskany,-100,,,,,2004-01-05 10:39:59.030000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003870000
31003003880000,3,388,0,0,Maxwell Thomas 1 491,Cunningham Natural Gas Corp.,261,NL,OP,PA,,,,,,1935-04-21 00:00:00,,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.944389999999999,42.002679999999998,BH,-77.944389999999999,42.002679999999998,4889,4889,0,4889,2188 ,NL,0,Not Applicable,-100,,,,,2004-01-05 10:39:59.030000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003880000
31003003890000,3,389,0,0,Voided Permit     ,,0,NL,O,VP,,,,,,,,,No,Alma,Wellsville South,G,Not Applicable,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.958780000000004,42.00694,BH,-77.958780000000004,42.00694,4632,4632,0,4632,,NL,0,Not Applicable,-100,,,,,2007-04-25 14:14:12.257000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003890000
31003003900000,3,390,0,0,Voided Permit     ,,0,NL,O,VP,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-25 14:15:32.913000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003900000
31003003930000,3,393,0,0,Barney EC-453,National Fuel Gas Supply Corp.,431,NL,OP,PA,1976-10-14 00:00:00,,1976-09-03 00:00:00,,,1946-11-06 00:00:00,1976-10-14 00:00:00,,No,Independence,Whitesville,E,Beech Hill-Independence,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.795280000000005,42.078040000000001,BH,-77.795280000000005,42.078040000000001,4846,4846,0,4846,2091 ,NL,0,Not Applicable,-100,,,,,1999-07-28 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003930000
31003003940000,3,394,0,0,Rennels Cy 1,Empire Gas & Fuel,9263,DW,DHP,PA,,,,,,1946-03-29 00:00:00,,,No,Alfred,Andover,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.789469999999994,42.224220000000003,BH,-77.789469999999994,42.224220000000003,4051,4051,0,4051,1834 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003940000
31003003950000,3,395,0,0,Searer H,Empire Gas & Fuel,9263,DW,DHP,PA,,,,,,1946-03-30 00:00:00,,,No,Willing,Whitesville,D,West Independence,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.855180000000004,42.068280000000001,BH,-77.855180000000004,42.068280000000001,4783,4783,0,4783,2057 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003950000
31003003960000,3,396,0,0,Cornelius 1,Empire Gas & Fuel,9263,DW,DHP,PA,,,,,,1945-11-08 00:00:00,,,No,Alfred,Andover,B,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.820719999999994,42.228749999999998,BH,-77.820719999999994,42.228749999999998,4493,4493,0,4493,2312 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003960000
31003003970000,3,397,0,0,Clark J EC-457,National Fuel Gas Supply Corp.,431,ST,S,AC,2009-12-31 00:00:00,,1977-10-01 00:00:00,,,1944-09-22 00:00:00,,,No,Independence,Whitesville,D,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.834530000000001,42.053429999999999,BH,-77.834530000000001,42.053429999999999,4878,4878,0,4878,2189 ,NL,0,Not Applicable,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003970000
31003003980000,3,398,0,0,Grastorf (Burrows) EC-539     ,National Fuel Gas Supply Corp.,431,MS,O,AC,2009-12-31 00:00:00,,1977-06-13 00:00:00,1977-09-16 00:00:00,1977-09-29 00:00:00,1980-09-17 00:00:00,,,No,Willing,Wellsville South,I,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.894450000000006,42.042009999999998,BH,-77.894450000000006,42.042009999999998,4975,4975,0,4975,2127 ,NL,0,Not Applicable,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003980000
31003003990000,3,399,0,0,Dannheim (Johnson) EC-481,National Fuel Gas Supply Corp.,431,ST,S,AC,2009-12-31 00:00:00,1987-06-08 00:00:00,1987-07-08 00:00:00,1977-09-07 00:00:00,1977-09-16 00:00:00,1980-08-28 00:00:00,,,No,Willing,Wellsville South,I,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,4961,SURF,-77.883570000000006,42.039259999999999,BH,-77.883570000000006,42.039259999999999,4990,4990,0,4990,2185 ,NL,0,Oriskany,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003990000
31003004000000,3,400,0,0,Clark Herbert G 12,Empire Gas & Fuel,9263,DH,DHP,PA,,,,,,1943-06-09 00:00:00,,,No,Andover,Andover,H,Beech Hill-Independence,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.814340000000001,42.139650000000003,BH,-77.814340000000001,42.139650000000003,4617,4617,0,4617,1891 ,NL,0,Not Applicable,-100,,,,,2000-06-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004000000
31003004010000,3,401,0,0,Lynch Michael 1,Empire Gas & Fuel,9263,GD,GWP,PA,,,,,,1942-09-01 00:00:00,,,No,Andover,Andover,H,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.827259999999995,42.137030000000003,BH,-77.827259999999995,42.137030000000003,4808,4808,0,4808,2068 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004010000
31003004020000,3,402,0,0,Brubaker (Miller) EC-456,National Fuel Gas Supply Corp.,431,MS,O,AC,2009-12-31 00:00:00,,,1977-10-23 00:00:00,1977-11-05 00:00:00,1980-06-20 00:00:00,,,No,Independence,Whitesville,E,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.806139999999999,42.06841,BH,-77.806139999999999,42.06841,5005,5005,0,5005,2204 ,NL,0,Not Applicable,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004020000
31003004030000,3,403,0,0,Lynch Mary E 1,Belmont Quadrangle Drilling,9034,DH,DHP,PA,,,,,,1942-03-12 00:00:00,,,No,Andover,Andover,H,Beech Hill-Independence,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.810640000000006,42.134839999999997,BH,-77.810640000000006,42.134839999999997,4776,4776,0,4776,2049 ,NL,0,Not Applicable,-100,,,,,2000-06-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004030000
31003004040000,3,404,0,0,Potter Oscar A 1,Empire Gas & Fuel,9263,OD,OW,UN,,,,1941-12-22 00:00:00,,1942-03-21 00:00:00,,,No,Independence,Whitesville,,Beech Hill-Independence,Fulmer Valley,False,Vertical,Allegany,9,NA,0,SURF,-77.770380000000003,42.078180000000003,BH,-77.770380000000003,42.078180000000003,4952,4952,0,4952,2194 ,NL,0,Not Applicable,-100,,,,,2003-01-24 15:53:37.403000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004040000
31003004050000,3,405,0,0,Lynch C L,Belmont Quadrangle Drilling,9034,DW,DHP,PA,,,,,,1941-08-11 00:00:00,,,No,Alfred,Andover,B,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.827359999999999,42.218440000000001,BH,-77.827359999999999,42.218440000000001,4417,4417,0,4417,2208 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003004050000
